name,mobile,email,password,taluka,district,companyName
Milind Ghadge,7972998507,someshwarforestp@nexora.in,buy123,Aheri,Gadchiroli,Someshwar Forest Produce Traders
Rajesh Kulkarni,6124737038,ghoddudhsangh@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Ghod Dudh Sangh
Amol Salunkhe,6242851276,malharcottonginn@nexora.in,buy123,Palam,Parbhani,Malhar Cotton Ginning & Pressing
Hanumant Shinde,9114593186,vaibhavtextilesp@nexora.in,buy123,Samudrapur,Wardha,Vaibhav Textiles Pvt Ltd
Anita Bhandare,9853220554,lokmangalsugarsp@nexora.in,buy123,Osmanabad,Dharashiv (Osmanabad),Lokmangal Sugars Pvt Ltd
Pravin More,7397923747,waingangatextile2@nexora.in,buy123,Kalamnuri,Hingoli,Wainganga Textiles Pvt Ltd
Sunita Waghmare,9355064330,nutantextilespvt@nexora.in,buy123,Ralegaon,Yavatmal,Nutan Textiles Pvt Ltd
Rahul Waghmare,7530727717,suvarnacottonmil@nexora.in,buy123,Barshitakli,Akola,Suvarna Cotton Mills Ltd
Nitin Ghorpade,6415537979,pragatioilmillsp2@nexora.in,buy123,Chikhli,Buldhana,Pragati Oil Mills Pvt Ltd
Sanjay Suryawanshi,9551274225,mahindrasugarspv@nexora.in,buy123,Velhe,Pune,Mahindra Sugars Pvt Ltd
Anjali Dhumal,9172795849,vinayaksoyaproce@nexora.in,buy123,Motala,Buldhana,Vinayak Soya Processors
Vandana Ghorpade,9888754410,laxmisugarmillsl@nexora.in,buy123,Kagal,Kolhapur,Laxmi Sugar Mills Ltd
Sopan More,6773194170,navnathhapusexpo@nexora.in,buy123,Ratnagiri,Ratnagiri,Navnath Hapus Exports Pvt Ltd
Bharat Rathod,8266981307,ganrajcottontrad@nexora.in,buy123,Barshitakli,Akola,Ganraj Cotton Traders
Swati Nikam,9199256213,vitthalsugarfact@nexora.in,buy123,Washi,Dharashiv (Osmanabad),Vitthal Sugar Factory
Shankar Powar,7465411086,waingangafoodsex@nexora.in,buy123,Andheri,Mumbai Suburban,Wainganga Foods & Exports Pvt Ltd
Pravin Fadnavis,8350552463,girnarsugarmills2@nexora.in,buy123,Mahabaleshwar,Satara,Girnar Sugar Mills Ltd
Archana Chavan,9928743146,ashokasoybeantra@nexora.in,buy123,Kalamnuri,Hingoli,Ashoka Soybean Traders
Shankar Rathod,6857004178,saraswatipapayae@nexora.in,buy123,Akkalkuwa,Nandurbar,Saraswati Papaya Exports
Bapurao Patil,9304145210,ekviraricemills@nexora.in,buy123,Lakhandur,Bhandara,Ekvira Rice Mills
Sunil More,9628187896,rajmataspicetrad@nexora.in,buy123,Kalamnuri,Hingoli,Rajmata Spice Traders
Gopichand Jadhav,9865366586,chandracottonmil@nexora.in,buy123,Murtajapur,Akola,Chandra Cotton Mills Ltd
Rahul Gawali,9010818899,girnarsugarspvtl@nexora.in,buy123,Haveli,Pune,Girnar Sugars Pvt Ltd
Ramesh Deshmukh,6113275185,vaishnaviturmeri@nexora.in,buy123,Kagal,Kolhapur,Vaishnavi Turmeric Processing Co.
Sarika Solanke,6728881817,tarangansoyaproc@nexora.in,buy123,Wani,Yavatmal,Tarangan Soya Processors
Bharat Fadnavis,6050157934,chandracottonmil3@nexora.in,buy123,Ghatanji,Yavatmal,Chandra Cotton Mills Ltd
Raghunath Thorat,7885578065,krantiorangeproc@nexora.in,buy123,Daryapur,Amravati,Kranti Orange Processing Co.
Ramesh Ubale,6977408090,kavericottontrad@nexora.in,buy123,Kaij,Beed,Kaveri Cotton Traders
Bharat Lokhande,7660165699,someshwaronionve2@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Someshwar Onion & Vegetable Traders
Nanda Shinde,9489173789,sinnarraisintrad@nexora.in,buy123,Shirala,Sangli,Sinnar Raisin Traders
Manohar Zaware,7680485671,uttamcottonginni@nexora.in,buy123,Phulambri,Chhatrapati Sambhajinagar (Aurangabad),Uttam Cotton Ginning & Pressing
Anand Waghmare,6575111615,kalikaagroexport@nexora.in,buy123,Ambarnath,Thane,Kalika Agro Exports Pvt Ltd
Vasant Pawar,9477157860,vithobabedanaexp@nexora.in,buy123,Kavathemahankal,Sangli,Vithoba Bedana Exports Pvt Ltd
Bapurao Mane,6581335082,vaibhavcottontra2@nexora.in,buy123,Malegaon,Washim,Vaibhav Cotton Traders
Ravindra Bhandare,7827676739,saisahakarisakha@nexora.in,buy123,Jaoli,Satara,Sai Sahakari Sakhar Karkhana
Manisha Kulkarni,6793093270,uttamagrotrading2@nexora.in,buy123,Parel,Mumbai City,Uttam Agro Trading Co.
Gopal Suryawanshi,9880966178,sinhagadcottonmi3@nexora.in,buy123,Yavatmal,Yavatmal,Sinhagad Cotton Mills Ltd
Eknath Damle,8510026272,khandobavineyard@nexora.in,buy123,Shirala,Sangli,Khandoba Vineyards
Kiran Deshmukh,7139221448,vijayorangeproce2@nexora.in,buy123,Bhiwapur,Nagpur,Vijay Orange Processing Co.
Kiran Nalawade,8230134045,suvarnadalmills@nexora.in,buy123,Jalkot,Latur,Suvarna Dal Mills
Sanjay Bhosale,8356904177,shreeramorangepr@nexora.in,buy123,Kuhi,Nagpur,Shreeram Orange Processing Co.
Gopal Powar,7529052873,godavaricottonmi2@nexora.in,buy123,Sindewahi,Chandrapur,Godavari Cotton Mills Ltd
Ravindra Deshpande,8937759701,kisanricetraders2@nexora.in,buy123,Jiwati,Chandrapur,Kisan Rice Traders Pvt Ltd
Kavita Rane,8388869475,mulaanartraders@nexora.in,buy123,Jamkhed,Ahilyanagar (Ahmednagar),Mula Anar Traders
Neelam Hande,9437884193,amrutaagrotechpv@nexora.in,buy123,Fort,Mumbai City,Amruta AgroTech Pvt Ltd
Dattatray Powar,6307212061,waingangatextile@nexora.in,buy123,Achalpur,Amravati,Wainganga Textiles Pvt Ltd
Suresh Vhatkar,9242954553,rajlaxmiwinespvt@nexora.in,buy123,Shirala,Sangli,Rajlaxmi Wines Pvt Ltd
Tanaji Patil,8685158656,pragatiricetrade@nexora.in,buy123,Chandrapur,Chandrapur,Pragati Rice Traders Pvt Ltd
Milind Gawali,7586505578,shubhamcottontra@nexora.in,buy123,Himayatnagar,Nanded,Shubham Cotton Traders
Santosh Nalawade,8510807525,tirupatifoodsexp@nexora.in,buy123,Andheri,Mumbai Suburban,Tirupati Foods & Exports Pvt Ltd
Archana Powar,7241121888,utkarshagrapeexp@nexora.in,buy123,Sinnar,Nashik,Utkarsha Grape Exports Pvt Ltd
Swati Shelke,7425589098,ganeshsahakarisa@nexora.in,buy123,Barshi,Solapur,Ganesh Sahakari Sakhar Karkhana
Sunita Kale,6144582741,balajibananaexpo@nexora.in,buy123,Talode,Nandurbar,Balaji Banana Exports
Gopal Ubale,6964566093,mangalmurtigrain@nexora.in,buy123,Dhule,Dhule,Mangalmurti Grains & Maize Traders
Manisha Wagh,9241920857,deccanseafoodexp@nexora.in,buy123,Mokhada,Palghar,Deccan Seafood Exports Co.
Raghunath Ubale,9792179613,chhatrapatipomeg@nexora.in,buy123,Karjat,Ahilyanagar (Ahmednagar),Chhatrapati Pomegranate Exports
Vinod Nalawade,6152630122,suryacottonginni@nexora.in,buy123,Jamner,Jalgaon,Surya Cotton Ginning & Pressing
Anjali Gawali,6563966579,santtukaramfruit@nexora.in,buy123,Pathardi,Ahilyanagar (Ahmednagar),Sant Tukaram Fruit Exports Pvt Ltd
Neelam Gadhave,7190663819,rushikeshtextile2@nexora.in,buy123,Shirur-Kasar,Beed,Rushikesh Textiles Pvt Ltd
Rajesh Lokhande,9935257042,khandobaagroindu2@nexora.in,buy123,Mangrulpir,Washim,Khandoba Agro Industries
Ashok Pawar,7626509439,sundarbanmangotr@nexora.in,buy123,Tala,Raigad,Sundarban Mango Traders
Suresh More,8496499711,tirupaticottonmi2@nexora.in,buy123,Nanded,Nanded,Tirupati Cotton Mills Ltd
Vishal Fadnavis,6769610106,shivneriforestpr@nexora.in,buy123,Kurkheda,Gadchiroli,Shivneri Forest Produce Traders
Prashant Chavan,8844260506,nilkanthsoyaproc@nexora.in,buy123,Chandurbazar,Amravati,Nilkanth Soya Processors
Vinod Borate,9121870334,vithobaspicetrad@nexora.in,buy123,Karanja,Washim,Vithoba Spice Traders
Rekha Wagh,8071167585,purnavalleyfruit2@nexora.in,buy123,Phaltan,Satara,Purna Valley Fruit Preserves Co.
Swati More,7044264304,sundarbanfisheri@nexora.in,buy123,Kudal,Sindhudurg,Sundarban Fisheries Pvt Ltd
Vasant Deshpande,8077338817,navnathcottontra@nexora.in,buy123,Zari Jamani,Yavatmal,Navnath Cotton Traders
Ashok Bhagat,9273728902,tirupatihaldiudy@nexora.in,buy123,Manora,Washim,Tirupati Haldi Udyog
Santosh Gawali,8121190973,samratsantratrad@nexora.in,buy123,Bhiwapur,Nagpur,Samrat Santra Traders
Seema Dhumal,9070749560,samruddhiturmeri@nexora.in,buy123,Aundha Nagnath,Hingoli,Samruddhi Turmeric Processing Co.
Snehal Gadhave,9652739771,rajmatacashewpro@nexora.in,buy123,Sawantwadi,Sindhudurg,Rajmata Cashew Processors
Shobha Khedkar,7092510809,bhimaalphonsoexp2@nexora.in,buy123,Khed,Ratnagiri,Bhima Alphonso Exports
Meera Solanke,9390350726,renukacottonmill@nexora.in,buy123,Gangakhed,Parbhani,Renuka Cotton Mills Ltd
Milind Holkar,9455263021,bhairavgadturmer@nexora.in,buy123,Manwath,Parbhani,Bhairavgad Turmeric Processing Co.
Anand Ubale,6561546773,samratsahakarisa@nexora.in,buy123,Chandgad,Kolhapur,Samrat Sahakari Sakhar Karkhana
Prakash Lokhande,8712343786,rameshfoodgrains@nexora.in,buy123,Mohadi,Bhandara,Ramesh Foodgrains Pvt Ltd
Rajesh Holkar,6283111311,deccanagroindust@nexora.in,buy123,Manora,Washim,Deccan Agro Industries
Neelam Kadam,6785073222,rajlaxmisoyaproc@nexora.in,buy123,Hingoli,Hingoli,Rajlaxmi Soya Processors
Yogesh Kadam,7607887173,annapurnatextile@nexora.in,buy123,Barshitakli,Akola,Annapurna Textiles Pvt Ltd
Rajendra Pawar,6646827530,vijaysoybeantrad@nexora.in,buy123,Jalkot,Latur,Vijay Soybean Traders
Ganesh Waghmare,7851590146,rajlaxmicitrusex@nexora.in,buy123,Morshi,Amravati,Rajlaxmi Citrus Exports Pvt Ltd
Deepak Lokhande,7377997190,sanmandairypvtlt@nexora.in,buy123,Shrigonda,Ahilyanagar (Ahmednagar),Sanman Dairy Pvt Ltd
Vasant Bhandare,7221378325,deccancottonmill@nexora.in,buy123,Barshitakli,Akola,Deccan Cotton Mills Ltd
Prakash Deshpande,9354213377,kundakajuudyog@nexora.in,buy123,Sangameshwar,Ratnagiri,Kunda Kaju Udyog
Swati Patil,6831658689,ektaricetradersp@nexora.in,buy123,Chamorshi,Gadchiroli,Ekta Rice Traders Pvt Ltd
Chandrakant Dhumal,6298885566,shivnerifoodsexp@nexora.in,buy123,Andheri,Mumbai Suburban,Shivneri Foods & Exports Pvt Ltd
Vandana Nikam,6310510963,konkanonionveget@nexora.in,buy123,Niphad,Nashik,Konkan Onion & Vegetable Traders
Ramesh Takawale,6329284462,kundacooperative@nexora.in,buy123,Pathardi,Ahilyanagar (Ahmednagar),Kunda Cooperative Sugar Karkhana
Sarika Kadam,7872439376,tirupatisoybeant@nexora.in,buy123,Umarga,Dharashiv (Osmanabad),Tirupati Soybean Traders
Tanaji Deshpande,9560920656,jaihindcottontra3@nexora.in,buy123,Chandurbazar,Amravati,Jaihind Cotton Traders
Manohar Wagh,7976206699,shivshaktifoodgr@nexora.in,buy123,Pauni,Bhandara,Shivshakti Foodgrains Pvt Ltd
Rahul Powar,8305520340,amrutacottonginn@nexora.in,buy123,Navapur,Nandurbar,Amruta Cotton Ginning & Pressing
Jyoti Ghadge,7258114786,mulamuthasoyapro@nexora.in,buy123,Arni,Yavatmal,Mula-Mutha Soya Processors
Vasant Waghmare,8681922300,jagdambaseedspvt@nexora.in,buy123,Badnapur,Jalna,Jagdamba Seeds Pvt Ltd
Kalpana Sable,9917395296,saicooperativesu@nexora.in,buy123,Maval,Pune,Sai Cooperative Sugar Karkhana
Prashant Sable,9210141561,vishwasfreshgrap@nexora.in,buy123,Kalwan,Nashik,Vishwas Fresh Grapes Exports
Mahendra Shelke,6327894882,konkanforestprod@nexora.in,buy123,Kurkheda,Gadchiroli,Konkan Forest Produce Traders
Sarika Shinde,7356145922,godavariforestpr@nexora.in,buy123,Desaiganj,Gadchiroli,Godavari Forest Produce Traders
Vijay Jagtap,6369154321,shivshaktispicet@nexora.in,buy123,Kinwat,Nanded,Shivshakti Spice Traders
Vinod Takawale,7092900124,jaibhavanigrains@nexora.in,buy123,Akkalkot,Solapur,Jai Bhavani Grains Traders
Shrikant Nikam,7869882107,rajendratextiles@nexora.in,buy123,Bodwad,Jalgaon,Rajendra Textiles Pvt Ltd
Rekha Kulkarni,6966680518,shivshaktikajuud2@nexora.in,buy123,Dodamarg,Sindhudurg,Shivshakti Kaju Udyog
Santosh Shelke,9279937265,tirupatisuparitr@nexora.in,buy123,Sudhagad-Pali,Raigad,Tirupati Supari Traders
Shankar Dhumal,8652746209,panchvatiagroind@nexora.in,buy123,Aundha Nagnath,Hingoli,Panchvati Agro Industries
Rupali Salunkhe,9250512394,bhogawatitextile@nexora.in,buy123,Rajura,Chandrapur,Bhogawati Textiles Pvt Ltd
Pravin Rane,7055607365,kundaricetraders@nexora.in,buy123,Chimur,Chandrapur,Kunda Rice Traders Pvt Ltd
Madhuri Jagtap,9584860865,rajlaxmisantratr@nexora.in,buy123,Dhamangaon,Amravati,Rajlaxmi Santra Traders
Prashant Suryawanshi,8816631154,shivshaktispicet2@nexora.in,buy123,Kandhar,Nanded,Shivshakti Spice Traders
Mahendra Patil,8634038037,manasfoodgrainsp@nexora.in,buy123,Pauni,Bhandara,Manas Foodgrains Pvt Ltd
Baburao Nikam,9326741963,karhafoodsexport@nexora.in,buy123,Parel,Mumbai City,Karha Foods & Exports Pvt Ltd
Mangesh Wagh,7659644237,rajendracottonmi@nexora.in,buy123,Karanja,Washim,Rajendra Cotton Mills Ltd
Kavita Khedkar,6022518325,uttamagrotrading@nexora.in,buy123,Dadar,Mumbai City,Uttam Agro Trading Co.
Yogesh Deshmukh,8290343001,waranaricetrader2@nexora.in,buy123,Korchi,Gadchiroli,Warana Rice Traders Pvt Ltd
Tanaji Powar,9312805410,kavericottonginn3@nexora.in,buy123,Bhadravati,Chandrapur,Kaveri Cotton Ginning & Pressing
Vijay Deshpande,8829867211,lokmangalcitruse@nexora.in,buy123,Kamptee,Nagpur,Lokmangal Citrus Exports Pvt Ltd
Meera Patil,9469178861,padmavatipomegra@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Padmavati Pomegranate Exports
Mangesh Rane,7491036352,jaibhavaniagroex2@nexora.in,buy123,Indapur,Pune,Jai Bhavani Agro Exports Pvt Ltd
Namdev Joshi,7353265020,prithvirajfoodse@nexora.in,buy123,Colaba,Mumbai City,Prithviraj Foods & Exports Pvt Ltd
Shrikant More,9465375133,jaibhavaniseafoo@nexora.in,buy123,Sudhagad-Pali,Raigad,Jai Bhavani Seafood Exports Co.
Milind Lokhande,8775008627,vaibhavoilmillsp@nexora.in,buy123,Aundha Nagnath,Hingoli,Vaibhav Oil Mills Pvt Ltd
Kiran Jadhav,9663697831,amrutsahakarisak@nexora.in,buy123,Ambajogai,Beed,Amrut Sahakari Sakhar Karkhana
Sunita Fadnavis,6716116022,aishwaryasugarfa@nexora.in,buy123,Velhe,Pune,Aishwarya Sugar Factory
Anjali Khedkar,6561944832,rushikeshagroexp@nexora.in,buy123,Shahapur,Thane,Rushikesh Agro Exports Pvt Ltd
Deepak Zaware,7954449130,pragatikandavyap@nexora.in,buy123,Deola,Nashik,Pragati Kanda Vyapari Sangh
Anjali Vhatkar,7113202720,padmavatitendule@nexora.in,buy123,Etapalli,Gadchiroli,Padmavati Tendu Leaves Co.
Sachin Zaware,9683723316,indrayaniguludyo@nexora.in,buy123,Kagal,Kolhapur,Indrayani Gul Udyog
Rupali Nikam,7478878384,ashirwadcoconutt@nexora.in,buy123,Khalapur,Raigad,Ashirwad Coconut Traders
Ravindra Damle,6236219764,shivshakticooper@nexora.in,buy123,Jat,Sangli,Shivshakti Cooperative Sugar Karkhana
Anjali Mane,7031300706,indrayanianartra@nexora.in,buy123,Jamkhed,Ahilyanagar (Ahmednagar),Indrayani Anar Traders
Madhuri Sable,8306313554,ghodoniontraders@nexora.in,buy123,Daund,Pune,Ghod Onion Traders
Rupali Kulkarni,9252225403,navjeevanmangotr@nexora.in,buy123,Mahad,Raigad,Navjeevan Mango Traders
Rekha Randhawa,7928121274,karhaoilmillspvt@nexora.in,buy123,Lonar,Buldhana,Karha Oil Mills Pvt Ltd
Ravindra Chavan,6070254507,malharcottonmill2@nexora.in,buy123,Bhiwapur,Nagpur,Malhar Cotton Mills Ltd
Vijay Fadnavis,8932901214,waranafreshgrape@nexora.in,buy123,Nashik,Nashik,Warana Fresh Grapes Exports
Santosh Shinde,6892742694,navjeevanricetra@nexora.in,buy123,Gondia,Gondia,Navjeevan Rice Traders Pvt Ltd
Raghunath Solanke,9943431222,chandratenduleav@nexora.in,buy123,Kurkheda,Gadchiroli,Chandra Tendu Leaves Co.
Sarika More,9239692305,rajendrapapayaex@nexora.in,buy123,Shahada,Nandurbar,Rajendra Papaya Exports
Namdev Bhosale,8064269419,vishwassugarmill@nexora.in,buy123,Sangole,Solapur,Vishwas Sugar Mills Ltd
Meera Waghmare,8060611851,saraswatialphons@nexora.in,buy123,Kalyan,Thane,Saraswati Alphonso Exports
Ajit Solanke,9246891305,marathapomegrana@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Maratha Pomegranate Exports
Rahul Kulkarni,8686570931,shivnerichikooex@nexora.in,buy123,Talasari,Palghar,Shivneri Chikoo Exports
Rekha Hande,9827276446,shubhamfoodgrain@nexora.in,buy123,Murud,Raigad,Shubham Foodgrains Pvt Ltd
Snehal Sable,9153238378,rajendraspicetra@nexora.in,buy123,Hingoli,Hingoli,Rajendra Spice Traders
Dattatray More,9838006781,sinhagadanartrad@nexora.in,buy123,Karmala,Solapur,Sinhagad Anar Traders
Sunita Holkar,6887286261,vitthalgrapeexpo@nexora.in,buy123,Tasgaon,Sangli,Vitthal Grape Exports Pvt Ltd
Ramesh Takawale,8668657770,amrutafreshveget@nexora.in,buy123,Khed,Pune,Amruta Fresh Vegetable Traders
Milind Wagh,9287498100,konkancottonmill@nexora.in,buy123,Aundha Nagnath,Hingoli,Konkan Cotton Mills Ltd
Sunil Chougule,6711862572,jankalyanspicetr@nexora.in,buy123,Risod,Washim,Jankalyan Spice Traders
Sachin Sathe,8577691524,adarshcottontrad@nexora.in,buy123,Malegaon,Washim,Adarsh Cotton Traders
Rahul Chavan,7399913705,jankalyanhapusex@nexora.in,buy123,Lanja,Ratnagiri,Jankalyan Hapus Exports Pvt Ltd
Vishal Bhosale,9023269136,jaibhavaniforest@nexora.in,buy123,Jiwati,Chandrapur,Jai Bhavani Forest Produce Traders
Popat Nalawade,9931780508,vithobaagroindus@nexora.in,buy123,Hingoli,Hingoli,Vithoba Agro Industries
Popat Suryawanshi,7343114858,aishwaryafruitex@nexora.in,buy123,Georai,Beed,Aishwarya Fruit Exports Pvt Ltd
Nitin Gadhave,8333978379,sundarbandalmill@nexora.in,buy123,Udgir,Latur,Sundarban Dal Mills
Hanumant Rane,6667626098,samratoilmillspv2@nexora.in,buy123,Patur,Akola,Samrat Oil Mills Pvt Ltd
Manisha Sable,9120619555,shubhamfoodgrain2@nexora.in,buy123,Bhandara,Bhandara,Shubham Foodgrains Pvt Ltd
Manohar Thorat,7193885426,panchvaticottont@nexora.in,buy123,Warud,Amravati,Panchvati Cotton Traders
Gopal Suryawanshi,9393373474,panchgangasahaka@nexora.in,buy123,Miraj,Sangli,Panchganga Sahakari Sakhar Karkhana
Vishal Bhandare,8956485561,annapurnaagroind@nexora.in,buy123,Loha,Nanded,Annapurna Agro Industries
Popat Wagh,8460938245,godavarivalleyag@nexora.in,buy123,Fort,Mumbai City,Godavari Valley AgroTech Pvt Ltd
Raghunath Gawali,8149042329,adarshcashewexpo@nexora.in,buy123,Vaibhavwadi,Sindhudurg,Adarsh Cashew Exports Pvt Ltd
Sopan Deshpande,6866018266,swarajgrainstrad@nexora.in,buy123,Nilanga,Latur,Swaraj Grains Traders
Ajit Salunkhe,7307676942,renukaturmericpr@nexora.in,buy123,Hadgaon,Nanded,Renuka Turmeric Processing Co.
Manohar Kadam,6535703693,panchvatihapusex@nexora.in,buy123,Alibag,Raigad,Panchvati Hapus Exports Pvt Ltd
Milind Hande,7519047148,mulamuthafoodgra@nexora.in,buy123,Lakhani,Bhandara,Mula-Mutha Foodgrains Pvt Ltd
Yogesh Damle,7002708609,vaishnavihapusex@nexora.in,buy123,Thane,Thane,Vaishnavi Hapus Exports Pvt Ltd
Manisha Damle,9354013499,samratgrapeexpor@nexora.in,buy123,Bhor,Pune,Samrat Grape Exports Pvt Ltd
Meera Kadam,9026514833,shrishtisugarfac2@nexora.in,buy123,Karvir,Kolhapur,Shrishti Sugar Factory
Vandana Mane,6259844073,uttamsoybeantrad@nexora.in,buy123,Washim,Washim,Uttam Soybean Traders
Bapurao Shinde,8583429903,waranaspicetrade@nexora.in,buy123,Umri,Nanded,Warana Spice Traders
Nanda Waghmare,7555493905,panchvaticottonm2@nexora.in,buy123,Pusad,Yavatmal,Panchvati Cotton Mills Ltd
Suresh Rathod,8904145667,ganeshcashewexpo2@nexora.in,buy123,Devgad,Sindhudurg,Ganesh Cashew Exports Pvt Ltd
Vasant Gawali,8326824251,vinayakpulsestra@nexora.in,buy123,Ahmedpur,Latur,Vinayak Pulses Traders Pvt Ltd
Amol Sathe,8409746488,amrutahaldiudyog@nexora.in,buy123,Bhudargad,Kolhapur,Amruta Haldi Udyog
Ravindra Dhumal,8926702739,nilkanthhaldiudy2@nexora.in,buy123,Malegaon,Washim,Nilkanth Haldi Udyog
Sunil Vhatkar,7244856642,marathaoilmillsp@nexora.in,buy123,Amravati,Amravati,Maratha Oil Mills Pvt Ltd
Sunil Kadam,8577355214,kranticottontrad@nexora.in,buy123,Parli,Beed,Kranti Cotton Traders
Vandana Rane,8077441367,someshwarsantrat2@nexora.in,buy123,Karanja,Wardha,Someshwar Santra Traders
Anand Nalawade,7759257782,malhargrapeexpor@nexora.in,buy123,Dindori,Nashik,Malhar Grape Exports Pvt Ltd
Dilip Pawar,7040816503,sanmanoilmillspv@nexora.in,buy123,Hadgaon,Nanded,Sanman Oil Mills Pvt Ltd
Milind Wagh,9023875643,swarajcottonginn@nexora.in,buy123,Kalamb,Yavatmal,Swaraj Cotton Ginning & Pressing
Umesh Takawale,6628451285,sinnaragrotechpv@nexora.in,buy123,Kurla,Mumbai Suburban,Sinnar AgroTech Pvt Ltd
Anjali Salunkhe,7385705214,adityaoilmillspv@nexora.in,buy123,Malegaon,Washim,Aditya Oil Mills Pvt Ltd
Gopichand Damle,9321922093,laxmiricemills@nexora.in,buy123,Bhamragad,Gadchiroli,Laxmi Rice Mills
Rajendra Pawar,6450948969,vaishnavioilmill@nexora.in,buy123,Risod,Washim,Vaishnavi Oil Mills Pvt Ltd
Pravin Pawar,9990113862,sundarbangulbhan@nexora.in,buy123,Panhala,Kolhapur,Sundarban Gul Bhandar
Sopan Kulkarni,8739293723,shreeramorangepr2@nexora.in,buy123,Mouda,Nagpur,Shreeram Orange Processing Co.
Ashok Deshmukh,9356078738,chhatrapatisoybe@nexora.in,buy123,Lonar,Buldhana,Chhatrapati Soybean Traders
Kalpana Sathe,6777476341,shreeanartraders@nexora.in,buy123,Kopargaon,Ahilyanagar (Ahmednagar),Shree Anar Traders
Pooja Sathe,6039047069,ajinkyafruittrad@nexora.in,buy123,Dahanu,Palghar,Ajinkya Fruit Traders Pvt Ltd
Snehal Ghadge,9777951921,godavarivalleyci@nexora.in,buy123,Umred,Nagpur,Godavari Valley Citrus Exports Pvt Ltd
Anand Bhandare,9732699360,mulasahakarisakh@nexora.in,buy123,Jamkhed,Ahilyanagar (Ahmednagar),Mula Sahakari Sakhar Karkhana
Sarika Mane,7355675233,niraspicetraders@nexora.in,buy123,Palus,Sangli,Nira Spice Traders
Ganesh Joshi,9575835342,swarajcottonmill@nexora.in,buy123,Akola,Akola,Swaraj Cotton Mills Ltd
Rahul Mahajan,9255608586,godavarifoodgrai@nexora.in,buy123,Pombhurna,Chandrapur,Godavari Foodgrains Pvt Ltd
Sopan Zaware,8610610414,ramrajasugarmill@nexora.in,buy123,Walwa,Sangli,Ramraja Sugar Mills Ltd
Kiran Takawale,6187388268,samruddhisweetsf@nexora.in,buy123,Kannad,Chhatrapati Sambhajinagar (Aurangabad),Samruddhi Sweets & Foods Pvt Ltd
Raghunath Waghmare,6480126018,mulacottonginnin2@nexora.in,buy123,Sillod,Chhatrapati Sambhajinagar (Aurangabad),Mula Cotton Ginning & Pressing
Santosh Sable,9745837016,sarthiricetrader@nexora.in,buy123,Korchi,Gadchiroli,Sarthi Rice Traders Pvt Ltd
Amol Kadam,8131447022,purnavalleykelav@nexora.in,buy123,Chalisgaon,Jalgaon,Purna Valley Kela Vyapari
Milind Pawar,9880021581,pragatifruittrad@nexora.in,buy123,Jamner,Jalgaon,Pragati Fruit Traders Pvt Ltd
Hanumant Damle,7084282384,girnarricemills@nexora.in,buy123,Rajura,Chandrapur,Girnar Rice Mills
Kalpana Nikam,7580098028,shrishticottonmi2@nexora.in,buy123,Digras,Yavatmal,Shrishti Cotton Mills Ltd
Ganesh Khedkar,8048520488,ektafoodgrainspv2@nexora.in,buy123,Vada,Palghar,Ekta Foodgrains Pvt Ltd
Sopan Bhagat,8944765012,priyaricemills2@nexora.in,buy123,Gondia,Gondia,Priya Rice Mills
Nitin Dhumal,6274910400,suryafoodsexport@nexora.in,buy123,Borivali,Mumbai Suburban,Surya Foods & Exports Pvt Ltd
Pravin Borate,6464413657,digvijayfruitexp@nexora.in,buy123,Majalgaon,Beed,Digvijay Fruit Exports Pvt Ltd
Milind Zaware,9372723598,saicottonmillslt@nexora.in,buy123,Deglur,Nanded,Sai Cotton Mills Ltd
Shankar Vhatkar,8729168833,indrayanisoybean@nexora.in,buy123,Pathri,Parbhani,Indrayani Soybean Traders
Gopichand Powar,7699105949,bhairavnathtexti@nexora.in,buy123,Mahagaon,Yavatmal,Bhairavnath Textiles Pvt Ltd
Baburao Lokhande,9135132357,adityasweetsfood@nexora.in,buy123,Ambad,Jalna,Aditya Sweets & Foods Pvt Ltd
